"student_id","age","gender","high_school_gpa","sat_score","university_ranking","university_gpa","field_of_study","internships_completed","projects_completed","certifications","soft_skills_score","networking_score","job_offers","starting_salary","career_satisfaction","years_to_promotion","current_job_level","work_life_balance","entrepreneurship","starting_salary_category"
"S02205",27,"Male",3.59,1219,520,3.94,"Mathematics",1,1,3,8,9,2,26900,9,2,"Mid",9,"No","Bajo"
"S02208",19,"Male",3.03,1084,394,2.69,"Medicine",2,4,4,9,10,2,78800,1,5,"Senior",7,"Yes","Alto"
"S02210",26,"Male",2.55,1263,331,2.11,"Medicine",2,5,3,8,1,0,43200,4,5,"Mid",4,"Yes","Medio"
"S02211",18,"Male",2.24,1115,708,3.96,"Mathematics",4,7,1,8,8,2,57900,10,4,"Entry",5,"No","Medio"
"S02213",26,"Female",2.65,1138,954,2.73,"Mathematics",4,7,5,7,2,3,42000,3,4,"Mid",2,"No","Medio"
"S02215",22,"Male",3.29,1419,946,3.5,"Mathematics",1,9,0,7,10,4,45200,6,5,"Entry",6,"No","Medio"
"S02222",23,"Female",3.36,1407,725,3.69,"Medicine",4,9,0,1,6,5,67500,7,3,"Senior",5,"No","Alto"
"S02224",23,"Male",2.86,1568,767,3.56,"Medicine",4,2,5,1,4,3,29700,10,5,"Entry",10,"Yes","Bajo"
"S02225",19,"Female",2.83,1564,91,2.41,"Medicine",4,7,1,7,2,4,50700,6,1,"Mid",10,"No","Medio"
"S02228",24,"Male",2.14,1221,193,2.9,"Medicine",4,9,4,2,9,2,47400,10,3,"Entry",6,"No","Medio"
"S02233",23,"Female",3.91,953,724,3.54,"Mathematics",3,9,3,10,6,3,35700,3,3,"Senior",10,"No","Medio"
"S02238",29,"Female",2.18,1567,40,3.42,"Medicine",0,5,4,2,9,4,43100,7,5,"Entry",1,"No","Medio"
"S02248",20,"Male",3.73,1273,625,2.46,"Mathematics",0,1,0,5,1,0,47100,1,2,"Entry",4,"No","Medio"
"S02249",29,"Male",2.59,919,946,2.21,"Medicine",1,0,1,9,1,3,53000,9,1,"Entry",7,"No","Medio"
"S02255",27,"Female",3.5,1480,646,3.97,"Mathematics",3,1,2,6,10,3,57400,2,4,"Entry",1,"No","Medio"
"S02256",19,"Female",3.02,1597,124,2.58,"Medicine",0,0,2,6,8,5,57300,1,5,"Mid",1,"No","Medio"
"S02257",26,"Male",2.21,1578,372,2.88,"Mathematics",1,8,1,5,7,4,49100,5,4,"Mid",5,"No","Medio"
"S02261",25,"Male",2.24,1148,451,3.12,"Mathematics",0,4,0,3,6,2,61400,4,3,"Entry",1,"Yes","Alto"
"S02262",19,"Other",3.92,967,353,3.5,"Mathematics",3,7,1,6,9,4,38900,4,2,"Executive",8,"No","Medio"
"S02264",29,"Male",2.46,1411,955,2.74,"Mathematics",2,5,2,9,6,3,57300,7,5,"Mid",2,"No","Medio"
"S02268",29,"Female",2.87,1010,165,2.13,"Medicine",0,6,0,8,9,2,56400,4,2,"Entry",5,"No","Medio"
"S02270",19,"Other",3.18,1359,85,3.91,"Mathematics",3,5,0,5,3,4,32800,3,3,"Entry",5,"No","Medio"
"S02271",22,"Other",3.26,977,248,2.78,"Mathematics",1,7,3,6,4,1,29800,4,4,"Entry",9,"No","Bajo"
"S02273",21,"Female",2.59,1279,568,2.71,"Mathematics",2,7,2,9,3,3,44000,7,4,"Entry",3,"Yes","Medio"
"S02275",24,"Female",3.81,1339,653,3.96,"Mathematics",0,9,5,8,8,0,57200,1,3,"Executive",5,"No","Medio"
"S02276",23,"Male",3.8,1238,644,4,"Mathematics",2,5,1,4,5,4,53500,3,1,"Entry",3,"No","Medio"
"S02283",28,"Female",2.94,1326,357,2.9,"Medicine",1,0,0,5,8,2,33300,5,4,"Entry",4,"No","Medio"
"S02295",19,"Male",3.72,1052,463,3.12,"Mathematics",3,1,2,9,9,5,33100,7,3,"Entry",4,"No","Medio"
"S02299",28,"Female",2.18,985,788,2.84,"Mathematics",4,9,4,2,8,5,80600,4,1,"Mid",4,"No","Alto"
"S02302",25,"Male",2.42,1218,380,2.53,"Mathematics",0,0,3,9,3,3,59600,10,3,"Entry",6,"No","Medio"
"S02304",21,"Female",3.82,1380,769,3.81,"Medicine",4,8,1,6,1,4,44200,7,1,"Mid",10,"Yes","Medio"
"S02305",19,"Male",2.81,975,275,3.08,"Mathematics",3,4,1,1,10,0,52100,10,3,"Senior",6,"No","Medio"
"S02306",19,"Female",2.42,1228,87,2.06,"Medicine",3,8,1,10,1,4,49300,9,2,"Mid",9,"No","Medio"
"S02307",18,"Female",3.3,1315,154,3.85,"Medicine",2,5,3,5,10,1,60500,2,4,"Entry",9,"No","Alto"
"S02312",24,"Female",3.5,1124,610,2.93,"Medicine",2,8,1,1,2,4,48500,7,4,"Mid",1,"No","Medio"
"S02315",24,"Male",2.78,1259,560,2.21,"Medicine",2,3,0,1,7,4,50700,7,5,"Mid",7,"Yes","Medio"
"S02324",21,"Female",3.81,1190,443,3.22,"Medicine",1,0,0,1,7,1,83900,2,2,"Mid",4,"No","Alto"
"S02325",23,"Male",3.92,1357,262,3.14,"Mathematics",0,2,2,6,5,0,51100,1,2,"Mid",7,"No","Medio"
"S02328",18,"Male",3.05,1465,1000,4,"Mathematics",4,2,2,1,8,2,56900,8,3,"Entry",4,"No","Medio"
"S02329",29,"Female",2.42,1381,350,3.89,"Medicine",0,2,5,8,10,3,44100,7,3,"Mid",7,"Yes","Medio"
"S02333",24,"Male",2.44,1424,169,2.13,"Medicine",1,0,5,1,2,0,66300,7,3,"Entry",3,"No","Alto"
"S02342",27,"Female",3.79,1332,519,2.73,"Medicine",2,9,2,3,9,4,49200,4,4,"Entry",2,"Yes","Medio"
"S02346",27,"Male",2.15,1398,133,3.39,"Medicine",1,0,1,1,10,1,63300,2,3,"Mid",9,"No","Alto"
"S02347",25,"Male",3.78,1279,274,2.81,"Medicine",1,4,0,5,8,3,41900,7,3,"Senior",9,"No","Medio"
"S02350",27,"Female",3.36,923,545,2.83,"Mathematics",2,2,0,2,2,2,34900,1,3,"Entry",6,"No","Medio"
"S02351",28,"Female",3.87,1438,79,3.66,"Medicine",2,9,3,4,3,4,25000,2,2,"Entry",2,"No","Bajo"
"S02352",22,"Female",3.65,974,35,2.93,"Medicine",3,3,2,9,8,5,47700,8,4,"Entry",10,"No","Medio"
"S02354",19,"Male",3.14,1572,110,3.55,"Medicine",0,1,3,8,4,5,44000,2,5,"Executive",5,"No","Medio"
"S02356",20,"Male",3.87,1467,575,2.84,"Medicine",0,1,4,9,3,1,74000,6,1,"Entry",7,"No","Alto"
"S02363",20,"Female",3.76,1451,364,2.61,"Mathematics",0,1,4,5,9,0,58800,8,2,"Entry",9,"Yes","Medio"
"S02364",21,"Female",2.89,1138,232,3.49,"Mathematics",1,3,2,3,4,4,46300,6,5,"Entry",4,"No","Medio"
"S02366",18,"Female",2.28,909,414,2.28,"Medicine",0,4,4,6,5,1,73200,5,5,"Mid",6,"Yes","Alto"
"S02367",24,"Female",2.01,1164,294,3.45,"Medicine",0,6,1,1,2,0,31800,9,1,"Senior",3,"No","Medio"
"S02372",29,"Male",2.43,973,102,3.03,"Mathematics",1,6,4,3,10,4,74700,8,4,"Mid",2,"No","Alto"
"S02378",23,"Male",3.23,1060,685,2.94,"Medicine",1,7,3,4,10,0,58000,10,5,"Mid",8,"No","Medio"
"S02379",22,"Female",2.38,1132,541,2.36,"Medicine",4,4,4,8,3,4,59700,3,4,"Senior",3,"No","Medio"
"S02382",24,"Female",3.91,1550,472,2.94,"Medicine",0,7,1,1,2,0,51800,6,2,"Entry",9,"No","Medio"
"S02383",28,"Female",2.49,1126,16,2.2,"Mathematics",3,8,0,2,6,2,46100,9,5,"Mid",1,"Yes","Medio"
"S02388",19,"Female",2.14,1368,670,3.92,"Medicine",0,7,5,8,1,0,51700,6,1,"Entry",8,"No","Medio"
"S02389",20,"Male",3.6,1477,912,2.3,"Mathematics",1,9,5,9,4,3,36200,4,1,"Mid",10,"No","Medio"
"S02395",23,"Female",3.77,1151,760,2.87,"Medicine",2,5,3,1,1,5,76400,2,3,"Entry",8,"No","Alto"
"S02397",26,"Male",3.94,1206,415,3.4,"Medicine",2,2,3,6,10,0,54100,4,1,"Entry",8,"No","Medio"
"S02399",28,"Other",3.45,1574,888,2.36,"Medicine",4,5,4,3,3,0,28500,6,4,"Mid",1,"Yes","Bajo"
"S02400",24,"Male",2.74,1163,657,3.9,"Mathematics",4,3,3,2,5,3,46600,5,3,"Mid",5,"Yes","Medio"
"S02415",26,"Female",3.95,1173,709,3.31,"Mathematics",3,8,0,7,10,2,48500,5,4,"Entry",9,"Yes","Medio"
"S02419",23,"Male",2.02,1357,97,3.59,"Medicine",4,5,4,6,7,1,51500,10,2,"Entry",9,"No","Medio"
"S02420",26,"Male",2.48,1484,679,3.17,"Medicine",3,3,5,10,9,0,42400,10,1,"Entry",7,"No","Medio"
"S02421",24,"Male",3.36,1332,404,2.51,"Medicine",4,2,1,6,9,5,45400,7,5,"Entry",4,"Yes","Medio"
"S02422",21,"Male",2.46,1380,77,3.64,"Mathematics",1,8,4,1,10,0,36700,2,2,"Mid",6,"No","Medio"
"S02426",29,"Female",2.79,1208,291,3.46,"Medicine",0,3,0,7,8,0,27200,5,1,"Entry",7,"No","Bajo"
"S02429",28,"Male",2.35,1338,808,2.88,"Mathematics",3,5,5,6,2,4,47600,1,4,"Senior",7,"No","Medio"
"S02433",25,"Female",3.51,933,548,2.15,"Mathematics",0,1,5,4,3,0,33900,1,4,"Mid",9,"Yes","Medio"
"S02441",23,"Female",2.33,1371,996,3.77,"Mathematics",0,7,1,10,6,1,71800,5,3,"Entry",6,"No","Alto"
"S02443",24,"Female",2.46,1409,16,3.38,"Mathematics",1,7,1,7,8,1,36300,9,2,"Executive",2,"No","Medio"
"S02446",23,"Female",3.16,1266,699,2.98,"Medicine",1,3,2,1,5,3,52000,8,5,"Entry",2,"Yes","Medio"
"S02447",18,"Female",3.75,1387,806,2.18,"Mathematics",3,7,0,3,6,2,41500,1,1,"Entry",4,"No","Medio"
"S02449",19,"Other",2.9,955,274,3.69,"Mathematics",3,7,0,7,3,4,47600,7,4,"Senior",5,"No","Medio"
"S02451",21,"Male",2.85,1529,822,3.63,"Mathematics",0,1,1,4,4,5,46700,8,3,"Entry",10,"No","Medio"
"S02453",23,"Male",3.12,1499,943,2.69,"Medicine",1,2,2,9,3,1,33500,7,3,"Entry",4,"Yes","Medio"
"S02455",27,"Female",2.31,931,399,2,"Mathematics",2,9,4,9,6,0,25000,10,4,"Entry",2,"No","Bajo"
"S02457",22,"Female",2.37,1475,987,3.1,"Medicine",0,9,4,10,2,4,56600,7,4,"Mid",7,"No","Medio"
"S02460",27,"Male",3.42,1241,641,3.12,"Mathematics",4,3,3,9,9,4,63400,8,5,"Mid",4,"No","Alto"
"S02462",24,"Female",2.82,1130,451,3.22,"Medicine",0,6,1,5,10,1,34700,3,4,"Mid",5,"No","Medio"
"S02466",25,"Female",3.26,1434,551,3.83,"Mathematics",1,5,4,7,7,2,43100,5,3,"Entry",10,"No","Medio"
"S02477",25,"Female",2.6,1550,907,3.57,"Mathematics",2,7,0,7,10,5,25000,7,3,"Entry",9,"No","Bajo"
"S02479",18,"Female",3.59,1497,29,3.37,"Mathematics",1,0,3,1,5,1,34800,6,2,"Mid",9,"No","Medio"
"S02482",21,"Male",3,953,397,3.94,"Mathematics",0,5,4,9,9,5,44400,6,5,"Entry",9,"Yes","Medio"
"S02494",21,"Female",2.26,1393,101,2.58,"Mathematics",3,3,3,7,6,2,56900,2,5,"Senior",8,"No","Medio"
"S02509",24,"Female",3.55,1005,50,2.75,"Mathematics",4,9,1,7,9,2,44900,4,5,"Mid",3,"No","Medio"
"S02510",27,"Male",3.19,1482,868,3.53,"Medicine",2,5,2,4,8,0,62400,3,3,"Executive",6,"No","Alto"
"S02513",24,"Female",2.24,1176,158,3.59,"Medicine",3,6,1,7,5,1,41100,10,3,"Mid",6,"No","Medio"
"S02517",28,"Male",3.78,1405,77,3.81,"Medicine",1,9,0,7,2,2,75500,4,3,"Entry",1,"No","Alto"
"S02528",20,"Male",3.85,916,435,3.92,"Medicine",0,9,3,2,1,4,38900,2,1,"Mid",10,"Yes","Medio"
"S02533",24,"Female",2.73,1448,725,3.61,"Mathematics",2,8,4,5,9,4,53000,5,1,"Mid",3,"No","Medio"
"S02534",21,"Male",2.51,1481,533,2.59,"Mathematics",4,1,4,8,9,5,40700,8,3,"Entry",9,"No","Medio"
"S02536",22,"Female",3.93,1069,667,3.04,"Mathematics",0,5,4,2,5,0,43700,2,3,"Entry",9,"No","Medio"
"S02543",21,"Male",3.74,952,631,3.97,"Mathematics",1,9,5,7,1,1,49800,10,3,"Senior",9,"No","Medio"
"S02545",27,"Female",2.26,1264,165,3.42,"Mathematics",2,7,2,8,1,1,59900,5,2,"Mid",9,"No","Medio"
"S02547",19,"Male",3.17,1035,576,2.32,"Mathematics",1,9,1,2,8,0,56500,9,1,"Entry",7,"No","Medio"
"S02550",18,"Female",2.11,1456,484,3.45,"Mathematics",2,5,4,2,4,4,72900,8,2,"Entry",2,"No","Alto"
"S02554",21,"Female",3.59,1398,225,3.46,"Medicine",0,9,2,8,2,5,69900,1,3,"Entry",1,"No","Alto"
"S02556",20,"Female",3.11,1494,387,2.33,"Mathematics",4,2,2,7,8,5,70900,5,3,"Mid",5,"No","Alto"
"S02559",26,"Male",3.63,1065,864,2.15,"Mathematics",1,2,5,8,4,4,51500,2,1,"Entry",6,"Yes","Medio"
"S02562",25,"Female",2.68,1063,396,2.94,"Mathematics",1,1,5,3,4,4,41100,1,1,"Mid",2,"No","Medio"
"S02566",26,"Male",3.94,1539,443,2.57,"Mathematics",2,2,0,2,9,1,39100,9,1,"Mid",2,"Yes","Medio"
"S02567",21,"Female",2.08,1533,349,3.84,"Mathematics",0,6,4,10,1,2,59600,9,4,"Senior",7,"No","Medio"
"S02568",29,"Male",3.51,1597,969,2.85,"Mathematics",4,6,3,4,1,2,89900,4,2,"Senior",2,"No","Alto"
"S02570",29,"Female",2.74,1214,71,2.92,"Mathematics",2,9,1,1,4,4,34600,5,3,"Entry",4,"No","Medio"
"S02572",19,"Male",3.24,1138,438,2.45,"Medicine",1,1,2,1,2,2,47400,5,4,"Entry",1,"No","Medio"
"S02573",29,"Female",3.17,1123,2,3.37,"Mathematics",2,7,3,2,10,1,63100,10,3,"Mid",3,"No","Alto"
"S02579",20,"Male",2.2,1546,264,2.32,"Medicine",2,8,5,2,4,4,25000,9,5,"Mid",5,"No","Bajo"
"S02580",20,"Female",3.86,965,311,2.61,"Medicine",1,6,4,2,1,4,74400,4,3,"Entry",4,"No","Alto"
"S02581",22,"Male",2.75,1491,204,3.72,"Medicine",0,6,3,4,7,2,25100,2,3,"Mid",9,"No","Bajo"
"S02589",25,"Female",3.64,1286,167,2.68,"Medicine",1,7,1,9,1,1,52600,7,1,"Mid",6,"No","Medio"
"S02595",22,"Male",3.22,1010,703,3.25,"Mathematics",2,0,5,9,9,2,71300,9,2,"Mid",4,"Yes","Alto"
"S02605",25,"Male",3.22,1333,858,3.19,"Mathematics",1,0,5,5,6,1,42600,5,3,"Entry",2,"No","Medio"
"S02606",18,"Female",2.82,1258,199,3.18,"Mathematics",3,9,0,5,7,1,63600,10,3,"Entry",3,"No","Alto"
"S02610",21,"Male",2.46,1260,89,2.07,"Mathematics",4,8,4,7,3,3,60800,8,2,"Mid",4,"No","Alto"
"S02611",21,"Male",2.01,1484,607,3.62,"Medicine",2,9,1,8,2,1,61200,1,5,"Entry",1,"Yes","Alto"
"S02612",21,"Female",3.3,1018,221,2.26,"Medicine",2,3,1,4,3,2,50000,4,4,"Senior",8,"No","Medio"
"S02632",23,"Male",2.74,1435,323,3.91,"Medicine",4,4,1,8,3,0,47200,1,1,"Executive",10,"Yes","Medio"
"S02635",27,"Male",2.87,1239,784,2.16,"Mathematics",2,8,3,6,4,0,45100,6,1,"Entry",10,"No","Medio"
"S02636",24,"Female",2.38,1489,611,2.47,"Medicine",2,6,2,9,9,2,60400,9,1,"Mid",5,"Yes","Alto"
"S02637",27,"Female",3.81,1427,329,3.92,"Mathematics",2,5,5,10,3,5,79200,10,4,"Entry",5,"No","Alto"
"S02639",24,"Male",2.05,1315,339,2.8,"Mathematics",0,3,3,10,5,2,55200,10,1,"Entry",4,"No","Medio"
"S02642",22,"Male",3.32,1190,994,2.83,"Medicine",1,5,2,9,4,1,33300,8,2,"Entry",9,"No","Medio"
"S02647",19,"Male",2.12,907,257,2.35,"Mathematics",3,8,0,3,7,1,68500,5,1,"Entry",1,"Yes","Alto"
"S02649",21,"Female",2.45,1382,693,3.84,"Medicine",1,1,2,1,3,4,31900,9,5,"Entry",4,"Yes","Medio"
"S02650",18,"Female",4,941,430,3.02,"Mathematics",3,8,5,8,3,5,52900,3,1,"Entry",1,"No","Medio"
"S02654",28,"Female",2.16,915,673,3.94,"Medicine",4,0,2,1,1,3,39300,2,2,"Entry",1,"No","Medio"
"S02655",22,"Male",3.75,968,579,2.7,"Mathematics",2,9,2,4,6,3,53100,5,1,"Entry",4,"No","Medio"
"S02656",21,"Female",3.72,952,612,2.58,"Medicine",4,6,5,4,9,2,44300,8,5,"Entry",7,"Yes","Medio"
"S02658",22,"Male",3.4,1278,35,3.55,"Mathematics",2,2,4,7,9,5,82400,5,2,"Entry",10,"No","Alto"
"S02659",27,"Female",3.11,1362,975,2.91,"Medicine",3,7,1,1,6,3,37300,8,4,"Entry",2,"No","Medio"
"S02663",29,"Male",2.97,1160,580,2.33,"Mathematics",2,4,2,9,10,1,49800,5,4,"Mid",2,"No","Medio"
"S02668",21,"Male",3.15,1006,825,2.97,"Medicine",0,2,2,2,2,3,54400,4,5,"Senior",1,"Yes","Medio"
"S02672",27,"Male",3.89,1208,424,2.98,"Mathematics",0,8,4,9,1,0,43700,2,5,"Mid",1,"No","Medio"
"S02673",18,"Female",2.49,1488,501,3.04,"Mathematics",2,6,4,6,6,3,52100,2,2,"Mid",9,"No","Medio"
"S02674",26,"Female",3.34,1504,286,2.4,"Medicine",4,2,0,9,9,1,38700,2,2,"Entry",3,"No","Medio"
"S02676",25,"Female",2.9,1073,7,2.45,"Mathematics",3,9,3,1,9,5,58100,8,1,"Mid",3,"No","Medio"
"S02678",26,"Male",3.47,1253,892,2.31,"Medicine",2,8,3,4,10,3,59600,5,1,"Entry",3,"Yes","Medio"
"S02679",18,"Female",2.92,1118,199,3.07,"Medicine",2,8,4,9,1,0,46200,7,1,"Mid",10,"Yes","Medio"
"S02683",27,"Other",3.76,1181,937,2.11,"Medicine",4,8,1,3,4,0,28400,7,4,"Senior",7,"No","Bajo"
"S02685",27,"Male",2.6,1458,662,3.28,"Mathematics",2,1,4,7,2,0,53700,6,5,"Executive",7,"No","Medio"
"S02688",22,"Female",2.09,1495,219,3.73,"Medicine",0,7,2,9,9,3,59300,7,5,"Senior",3,"No","Medio"
"S02689",29,"Female",3.74,1544,518,2.34,"Medicine",2,5,3,7,10,5,49400,5,4,"Mid",7,"Yes","Medio"
"S02701",25,"Female",3.07,1431,759,2.37,"Medicine",0,9,3,6,2,1,42300,1,2,"Mid",9,"No","Medio"
"S02702",20,"Male",2.28,1382,866,2.46,"Mathematics",2,0,4,8,9,5,60900,6,2,"Entry",3,"No","Alto"
"S02706",24,"Other",3.9,997,523,2.23,"Mathematics",0,8,1,2,8,0,43700,5,2,"Entry",2,"No","Medio"
"S02712",28,"Female",3.35,1127,504,2.25,"Medicine",2,6,3,10,6,0,25500,5,2,"Entry",8,"No","Bajo"
"S02717",25,"Male",3.34,1061,981,2.56,"Medicine",2,3,5,3,9,1,49600,2,4,"Entry",1,"No","Medio"
"S02724",21,"Male",2.97,1345,869,3.76,"Mathematics",2,7,3,2,6,4,57100,4,2,"Entry",2,"No","Medio"
"S02733",27,"Female",2.83,1415,655,3.26,"Medicine",1,3,4,5,1,1,68100,5,1,"Entry",6,"No","Alto"
"S02734",22,"Male",3.46,1476,838,2.7,"Medicine",3,8,4,8,6,3,41600,4,5,"Mid",3,"No","Medio"
"S02740",29,"Female",3.55,1224,377,2.83,"Mathematics",0,0,0,9,6,3,34800,9,3,"Senior",4,"No","Medio"
"S02741",18,"Female",3.15,1522,313,2.72,"Mathematics",3,7,2,1,8,1,46300,4,3,"Senior",2,"No","Medio"
"S02743",25,"Male",3.85,1374,320,3.79,"Mathematics",4,7,0,10,6,0,62000,10,2,"Mid",1,"Yes","Alto"
"S02744",26,"Male",3.42,1564,204,2.3,"Mathematics",2,0,5,3,10,4,59200,8,2,"Entry",2,"Yes","Medio"
"S02746",19,"Female",3.43,1116,294,3.78,"Medicine",2,8,0,9,2,5,30300,4,4,"Senior",5,"No","Medio"
"S02748",20,"Female",2.77,1303,145,3.59,"Mathematics",1,6,0,8,4,1,37200,10,3,"Mid",8,"No","Medio"
"S02752",26,"Female",2.27,1285,779,3.84,"Mathematics",3,9,0,10,4,2,59500,10,5,"Senior",8,"No","Medio"
"S02753",26,"Female",3.31,1107,576,3.42,"Medicine",2,4,1,6,1,4,54500,3,5,"Entry",9,"No","Medio"
"S02754",26,"Male",3.6,1056,39,3.57,"Mathematics",4,9,0,7,1,5,25000,6,5,"Entry",8,"No","Bajo"
"S02759",22,"Female",2.33,1364,925,2.06,"Medicine",3,1,2,9,2,1,45400,8,5,"Senior",7,"No","Medio"
"S02760",21,"Female",3.44,1031,45,3.88,"Mathematics",4,9,0,1,7,3,62200,5,4,"Senior",9,"Yes","Alto"
"S02767",29,"Female",2.1,1418,923,2.77,"Medicine",2,5,5,2,10,3,55700,5,5,"Mid",10,"No","Medio"
"S02773",19,"Male",2.74,1140,985,2.03,"Mathematics",1,4,2,7,9,1,70000,10,5,"Mid",9,"No","Alto"
"S02775",26,"Male",2.6,1290,620,3.1,"Medicine",0,8,1,7,7,0,36100,8,3,"Senior",9,"No","Medio"
"S02776",26,"Male",3.06,1001,406,3.3,"Medicine",4,2,0,3,9,1,86200,8,3,"Senior",6,"No","Alto"
"S02782",19,"Other",2.66,1444,83,3.23,"Medicine",0,2,2,9,9,3,64200,9,1,"Entry",3,"No","Alto"
"S02787",29,"Female",3.81,1372,70,3.99,"Mathematics",2,9,5,6,8,4,41800,3,1,"Mid",7,"No","Medio"
"S02789",18,"Female",2.9,1248,6,2.82,"Mathematics",1,3,0,4,5,4,45500,9,5,"Mid",8,"No","Medio"
"S02790",25,"Male",3.29,1082,796,3.12,"Medicine",4,9,5,6,1,0,46600,7,3,"Entry",6,"Yes","Medio"
"S02791",22,"Male",3.91,1067,195,2.83,"Mathematics",4,4,0,7,7,4,25000,1,1,"Senior",9,"No","Bajo"
"S02794",24,"Female",2.66,1370,13,3.65,"Medicine",3,9,1,2,9,4,56400,1,3,"Mid",10,"Yes","Medio"
"S02796",18,"Female",2.63,1389,205,3.65,"Medicine",3,4,5,9,7,4,71200,2,1,"Entry",7,"No","Alto"
"S02798",26,"Female",3.65,1002,765,3.71,"Mathematics",0,1,1,7,8,5,29600,7,4,"Entry",10,"Yes","Bajo"
"S02807",28,"Female",3.58,1517,909,3.42,"Medicine",4,6,0,8,6,0,50200,4,5,"Entry",1,"No","Medio"
"S02811",26,"Other",3.28,1225,793,3.59,"Mathematics",1,7,3,2,7,2,43000,5,3,"Mid",2,"No","Medio"
"S02813",29,"Female",2.06,996,634,3.46,"Medicine",2,9,4,2,8,3,66900,10,3,"Entry",10,"No","Alto"
"S02814",19,"Female",2.87,1007,78,2.76,"Mathematics",1,5,4,4,4,5,52000,9,3,"Executive",5,"No","Medio"
"S02816",22,"Female",3.75,1050,839,3.68,"Mathematics",2,9,0,10,10,4,33000,6,3,"Entry",2,"No","Medio"
"S02817",21,"Female",3.86,973,600,2.07,"Medicine",1,8,5,10,3,4,47300,9,5,"Entry",5,"No","Medio"
"S02818",28,"Other",3.06,956,625,3.95,"Mathematics",3,2,1,5,3,4,49200,8,3,"Entry",8,"No","Medio"
"S02825",28,"Female",2.04,1364,425,2.47,"Mathematics",0,8,1,4,3,0,25100,8,5,"Entry",2,"No","Bajo"
"S02826",22,"Female",3.44,933,387,3.44,"Medicine",0,4,1,6,1,3,64500,4,4,"Mid",10,"No","Alto"
"S02828",25,"Male",2.8,1225,858,3.3,"Mathematics",3,1,2,9,8,5,25000,5,3,"Entry",2,"No","Bajo"
"S02833",24,"Female",2.65,1365,139,3.27,"Mathematics",2,6,5,10,5,5,43700,10,1,"Entry",5,"No","Medio"
"S02834",29,"Male",3.36,1203,997,3.15,"Medicine",0,3,2,9,8,0,75500,10,1,"Entry",4,"No","Alto"
"S02838",27,"Female",3.8,1380,505,2.03,"Mathematics",4,3,2,9,6,4,61000,6,2,"Entry",10,"No","Alto"
"S02840",25,"Female",3.97,1302,182,3.65,"Medicine",4,5,4,7,5,4,32100,4,2,"Entry",1,"No","Medio"
"S02843",22,"Male",2.43,1132,634,3.54,"Mathematics",3,9,1,8,9,5,46800,1,4,"Entry",10,"No","Medio"
"S02847",25,"Female",2.94,1278,928,2.32,"Mathematics",3,0,3,1,4,0,56200,1,3,"Entry",2,"No","Medio"
"S02853",27,"Male",2.74,1384,59,3.31,"Mathematics",4,9,1,10,6,0,38500,1,2,"Entry",8,"Yes","Medio"
"S02857",28,"Female",3.89,1595,245,2.88,"Mathematics",3,8,3,4,4,0,67600,4,3,"Entry",3,"No","Alto"
"S02861",21,"Male",2.5,1074,16,3.83,"Mathematics",2,2,3,5,6,0,46400,5,3,"Mid",9,"Yes","Medio"
"S02872",22,"Female",3.44,1188,354,3.84,"Mathematics",4,4,4,5,10,4,47100,5,5,"Senior",3,"No","Medio"
"S02875",28,"Female",3.88,1073,326,2.93,"Mathematics",0,2,3,7,4,5,58900,5,2,"Entry",3,"No","Medio"
"S02884",21,"Other",3.17,926,536,3.71,"Mathematics",2,8,0,2,5,1,43100,4,2,"Mid",8,"No","Medio"
"S02887",25,"Female",2.18,1546,99,2.49,"Mathematics",0,3,5,8,5,3,67600,4,1,"Entry",9,"Yes","Alto"
"S02888",23,"Male",3.33,1101,397,3.75,"Medicine",1,3,5,2,7,2,36300,10,4,"Entry",8,"No","Medio"
"S02890",27,"Male",3.28,1490,171,2.92,"Medicine",3,7,4,1,10,3,70900,5,1,"Mid",7,"Yes","Alto"
"S02893",22,"Female",2.41,907,112,3.94,"Mathematics",1,3,0,8,7,3,52500,10,1,"Mid",3,"No","Medio"
"S02895",25,"Female",2.26,1238,68,2.38,"Mathematics",2,7,4,7,9,3,70000,7,4,"Entry",3,"No","Alto"
"S02898",27,"Female",2.65,1447,729,3.88,"Mathematics",2,2,4,2,9,3,44100,6,2,"Senior",8,"No","Medio"
"S02902",26,"Male",2.78,949,657,2.98,"Medicine",2,5,1,9,8,2,61000,3,1,"Mid",6,"No","Alto"
"S02904",18,"Female",3.51,1045,545,2.99,"Medicine",2,4,0,7,4,1,54300,5,5,"Entry",7,"No","Medio"
"S02905",24,"Male",3.8,1129,286,2.82,"Mathematics",1,0,0,5,7,3,83000,7,4,"Entry",1,"No","Alto"
"S02907",21,"Male",3.55,1205,118,2.02,"Mathematics",2,1,5,6,3,0,55500,5,2,"Mid",10,"No","Medio"
"S02909",25,"Male",2.05,1360,230,3.25,"Mathematics",3,6,3,1,2,1,25000,10,5,"Entry",6,"No","Bajo"
"S02912",24,"Male",3.42,958,761,3.08,"Mathematics",4,2,3,1,9,3,62500,2,4,"Entry",6,"No","Alto"
"S02916",25,"Female",2.5,1397,552,3.3,"Mathematics",2,4,4,9,3,4,44800,9,4,"Entry",3,"Yes","Medio"
"S02918",19,"Male",3.34,1204,152,2.16,"Mathematics",0,7,3,1,8,1,33700,5,4,"Mid",1,"No","Medio"
